,token,lat,lon,hgt,lat_std,lon_std,hgt_std
0,246,0.0,0.0,0.0,0.0,0.0,0.0
1,247,0.0,0.0,0.0,0.0,0.0,0.0
2,248,0.0,0.0,0.0,0.0,0.0,0.0
3,249,0.0,0.0,0.0,0.0,0.0,0.0
4,250,0.0,0.0,0.0,0.0,0.0,0.0
5,251,0.0,0.0,0.0,0.0,0.0,0.0
6,252,0.0,0.0,0.0,0.0,0.0,0.0
7,253,0.0,0.0,0.0,0.0,0.0,0.0
8,254,0.0,0.0,0.0,0.0,0.0,0.0
9,255,0.0,0.0,0.0,0.0,0.0,0.0
10,256,0.0,0.0,0.0,0.0,0.0,0.0
11,257,0.0,0.0,0.0,0.0,0.0,0.0
12,258,0.0,0.0,0.0,0.0,0.0,0.0
13,259,0.0,0.0,0.0,0.0,0.0,0.0
14,260,0.0,0.0,0.0,0.0,0.0,0.0
15,261,0.0,0.0,0.0,0.0,0.0,0.0
16,262,0.0,0.0,0.0,0.0,0.0,0.0
17,263,0.0,0.0,0.0,0.0,0.0,0.0
18,264,0.0,0.0,0.0,0.0,0.0,0.0
19,265,0.0,0.0,0.0,0.0,0.0,0.0
20,266,0.0,0.0,0.0,0.0,0.0,0.0
21,267,0.0,0.0,0.0,0.0,0.0,0.0
22,268,0.0,0.0,0.0,0.0,0.0,0.0
23,269,0.0,0.0,0.0,0.0,0.0,0.0
24,270,0.0,0.0,0.0,0.0,0.0,0.0
25,271,0.0,0.0,0.0,0.0,0.0,0.0
26,272,0.0,0.0,0.0,0.0,0.0,0.0
27,273,0.0,0.0,0.0,0.0,0.0,0.0
28,274,0.0,0.0,0.0,0.0,0.0,0.0
29,275,0.0,0.0,0.0,0.0,0.0,0.0
30,276,0.0,0.0,0.0,0.0,0.0,0.0
31,277,0.0,0.0,0.0,0.0,0.0,0.0
32,278,0.0,0.0,0.0,0.0,0.0,0.0
33,279,0.0,0.0,0.0,0.0,0.0,0.0
34,280,0.0,0.0,0.0,0.0,0.0,0.0
35,281,0.0,0.0,0.0,0.0,0.0,0.0
36,282,0.0,0.0,0.0,0.0,0.0,0.0
37,283,0.0,0.0,0.0,0.0,0.0,0.0
38,284,0.0,0.0,0.0,0.0,0.0,0.0
39,285,0.0,0.0,0.0,0.0,0.0,0.0
40,286,0.0,0.0,0.0,0.0,0.0,0.0
41,287,0.0,0.0,0.0,0.0,0.0,0.0
42,288,0.0,0.0,0.0,0.0,0.0,0.0
43,289,0.0,0.0,0.0,0.0,0.0,0.0
44,290,0.0,0.0,0.0,0.0,0.0,0.0
45,291,0.0,0.0,0.0,0.0,0.0,0.0
46,292,0.0,0.0,0.0,0.0,0.0,0.0
47,293,0.0,0.0,0.0,0.0,0.0,0.0
48,294,0.0,0.0,0.0,0.0,0.0,0.0
49,295,0.0,0.0,0.0,0.0,0.0,0.0
50,296,0.0,0.0,0.0,0.0,0.0,0.0
51,297,0.0,0.0,0.0,0.0,0.0,0.0
52,298,0.0,0.0,0.0,0.0,0.0,0.0
53,299,0.0,0.0,0.0,0.0,0.0,0.0
54,300,0.0,0.0,0.0,0.0,0.0,0.0
55,301,0.0,0.0,0.0,0.0,0.0,0.0
